ID,Type,Title,Abstract,Primary Author,Link,Primary Affiliation,CoAuthors,year
785,Contributed Poster,The Dynamics of Small Group Verbal Interaction: A Case Study in Mechanics Problem Solving,"Students construct their knowledge together as they talk to each other. Thus, many researchers have studied group interaction as a crucial method for learning & teaching. Recently, group interaction has also been emphasized in physics education. Previous studies have revealed diverse types of interactions between groups; however, it is difficult to find the types of dynamic interactions within group. In this study, we tried to investigate the dynamics of students' small group verbal interaction (within group) when they solved mechanics problems. In this study, three students in an upper-level mechanics class participated. Students' group verbal interactions were videotaped and audiotaped, and analyzed. We discovered several types of group interactions within group. We will discuss our findings and educational implications.",Sangwoo Ha,http://www.per-central.org/perc/2008/detail.cfm?ID=785,Seoul National University,"Yong Wook Cheong, Taijin Byun, and Gyoungho Lee",2008
802,Contributed Poster,The Gender Gap on the FCI - Question by Question,The existence of a gender gap in performance on the Force Concept Inventory has been established by several studies.  Those studies have focused on the total score achieved by students on the FCI and subsequent gains in the total score when the instrument is administered again after instruction.  Here we analyze the gender gap for each of the 30 questions in the FCI to determine if particular questions present greater difficulty for females.,Richard D. Dietz,http://www.per-central.org/perc/2008/detail.cfm?ID=802,University of Northern Colorado,"Matthew Semak
University of Northern Colorado
matthew.semak@unco.edu

Courtney W. Willis
University of Northern Colorado
courtney.willis@unco.edu",2008
715,Contributed Poster,The Persistence of the Gender Gap in Introductory Physics,"Our previous research[1] showed that despite the use of interactive engagement techniques, the gap in performance between males and females on a conceptual learning survey persisted from pre- to posttest, at our institution.  Such findings were counter to previously published work[2].  A follow-up study[3] suggested the gender gap may be more a result of differences in previous physics knowledge than gender.  Current research continues to analyze factors that may influence the observed gender gap in our courses.  We find that there are significant differences (p<0.05) between males and females on several measures of background understanding of math and physics, as well as attitudes about physics.  The posttest data from conceptual assessments are modeled using two regression models (multiple regression and logistic regression) to estimate the gender gap in posttest scores after controlling for these prior factors.  The results indicate that the gender gap exists in interactive physics classes at our institution, but is due in large part to differences in previous physics and math knowledge, and attitudes and beliefs.

[1]Pollock, et al, Phys Rev: ST: PER 3, 010107. [2]Lorenzo, et al, Am J Phys 74, 118. [3]Kost, et al, PERC Proceedings 2007, 137.",Lauren Kost,http://www.per-central.org/perc/2008/detail.cfm?ID=715,University of Colorado at Boulder,"Steven Pollock, University of Colorado at Boulder, Steven.Pollock@colorado.edu
Noah Finkelstein, University of Colorado at Boulder, Noah.Finkelstein@colorado.edu",2008
756,Contributed Poster,The Role of Inference in the Problem Solving about Friction,"Frictional force is a very difficult concept for students to understand; even university students have difficulties in learning friction. We theoretically discussed the importance of inference in understanding dynamics related to friction. Furthermore, we conducted a survey to investigate university students concepts concerning frictional force. By analyzing the result, we found evidence that lack of inference in the reasoning process could create difficulties in problem solving about friction. Our result suggests that the role of inference must be emphasized in the instruction of friction.",Cheong Yong Wook,http://www.per-central.org/perc/2008/detail.cfm?ID=756,seoul national university,"Byun Tae Jin
Ha Sangwoo
Lee Gyoungho",2008
777,Contributed Poster,The Roles of Evidence in Scientific Argument,"The view of science in the education community is shifting from a rhetoric of conclusions to a social process of knowledge construction, and engagement in scientific argumentation is a hallmark of such knowledge construction.  This emphasis on argument recasts the role of evidence and data in scientific classrooms: rather than being used to demonstrate scientific principles, it is the grounds on which claims are warranted. In this poster, I explore a transcript of scientific discourse, exploring the rules by which participants in the discourse endorse or reject scientific claims.  I appeal for a more nuanced understanding of evidence as one of many criteria by which scientific claims are evaluated, and that evidence, at times, is incommensurable with other (possibly more scientific) criteria for evaluating claims.  This view of argumentation, and the peculiar language games associated with argumentation, is particularly relevant for understanding difficulties that diverse student populations may face.",Leslie Atkins,http://www.per-central.org/perc/2008/detail.cfm?ID=777,California State University - Chico,,2008
748,Contributed Poster,The Specificity Effect: Implications for Transfer in Physics Learning,"In physics instruction we often present students with an abstract principle, and then illustrate the principle with one or more examples.  We hope that students will use the examples to refine their understanding of the principle and be able to transfer the principle to new situations. However, research in cognitive science has shown that students understanding of a new principle may become bound up with the example(s) used to illustrate it. We report on a study with physics students to see if this specificity effect was present in their reasoning.  The data show that even students who understand and can implement a particular physics principle have a strong tendency to discard that principle when the transfer task appears superficially similar to their training example.  The implications of this effect for transfer and expertise will be discussed.",David T. Brookes,http://www.per-central.org/perc/2008/detail.cfm?ID=748,University of Illinois at Urbana-Champaign,"Brian H. Ross, University of Illinois at Urbana-Champaign, bhross@uiuc.edu

Jos� Mestre, University of Illinois at Urbana-Champaign, mestre@uiuc.edu",2008
759,Contributed Poster,"Toward a Comprehensive Picture of Student Understanding of Force, Velocity, and Acceleration","Students difficulties with conceptual questions about force, velocity, and acceleration have been well documented. However, there has been no single systematic study of student understanding of all paired relations among the concepts of force, velocity and acceleration. For example, a student who believes an object with a net force on it must be moving might not believe an accelerating object must be moving. In this paper, we describe the development of a test to build a more comprehensive picture of student understanding. We also report preliminary data suggesting that there are interesting differences in how students believe force, velocity, and acceleration are related. Specifically there are a higher number of students reporting that force and velocity are directionally related then that acceleration and velocity are directionally related.",Rebecca Rosenblatt,http://www.per-central.org/perc/2008/detail.cfm?ID=759,"Department of Physics, The Ohio State University","Eleanor C Sayre
Department of Physics
The Ohio State University
191 West Woodruff
Columbus, Ohio 43201
esayre@gmail.com

Andrew F Heckler
Department of Physics
The Ohio State University
191 West Woodruff
Columbus, Ohio 43201
heckler@mps.ohio-state.edu",2008
794,Contributed Poster,Triangular Model of Concept Structure,"The triangular model of physical concept structure and its four developmental levels will be presented:
1.	Primitive,
2.	Empirical,
3.	Symbolical,
4.	Formal.
The model is built upon Vygotskys theory and derived from a semantic modeling. The basic components of the model are: core C, meaning M, meaning layers M1, M2, M3, sense S and their relationships. This model also distinguishes the concepts meaning and sense like two disjunctive sets. 
The triangular model of concept force on Aristotelian (empirical) and Newtonian (symbolical) cognitive level will be presented. 
The Vygotian phases of concept formation will be presented by the triangular model.

The details of the model see: Tar�bek, P. (2007) Cognitive Analysis and Triangular Modeling of Concept in Curricular Process, in Educational & Didactic Communication 2007, Vol.2, ISBN: 987 8089160563, www.didaktis.sk).",Pavol Tarabek,http://www.per-central.org/perc/2008/detail.cfm?ID=794,Educational Publisher Didaktis - member of EEPG (European Educational Publishers Group),,2008
782,Contributed Poster,Tutorials in Introductory Physics: A Mexican Experience,"This paper will describe how physics courses are taught for Mexican engineering students in a large private university in Mexico with a particular student population and with a different academic structure than American universities. The courses are designed to use Tutorials in Introductory Physics from the University of Washington as the main educational strategy, although some other active-learning methods, for instance Peer Instruction and Context Rich Problems, are used. The assessment of learning is based on the use of standard tests such as the Force Concept Inventory (FCI) and the Conceptual Survey of Electricity and Magnetism (CSEM). In some courses the attitudes and expectations of students have been assessed with the Maryland Physics Expectations Survey (MPEX). This report will present results of the implementation and learning of students, and will describe how professors have adopted these strategies.",Genaro Zavala,http://www.per-central.org/perc/2008/detail.cfm?ID=782,"Tecnologico de Monterrey, Campus Monterrey","Hugo Alarcon, Carlos Hinojosa, & Gustavo Quintanilla,
Tecnologico de Monterrey, Campus Monterrey",2008
752,Contributed Poster,Understanding and Encouraging Effective Collaboration in Introductory Physics Courses [1],"Anecdotal evidence from the introductory physics classrooms at Chicago State University suggests that our students view collaboration as an important tool in their learning.  Despite this, students often need additional instruction and support for effective collaboration in order to make discussions productive.  In order to aid students in establishing effective collaborations we want to capitalize on the fact that students at CSU readily accept the inquiry approach to instruction.            
In this poster, we present the initial stage of this work.  Specifically, we have begun to video-tape student interactions in the classroom and interview students about the nature of learning.  In addition, we have developed and administered an instrument that gauges the value students place on the use of guided inquiry.   By utilizing a specific criteria and analyzing the occurrence of specific behaviors in the classroom we can determine the effectiveness of collaboration during group work.[2] Responses regarding how students value the use of questions in instruction suggest how peer questioning can be used to promote effective collaboration.

[1] Supported by the NYC Louis Stokes Alliance Bridge to Teaching and NSF grant #DUE 0632563.

[2] Vellom, R. P., & Anderson, C. W. (1999). Reasoning about data in middle school science. Journal of Research in Science Teaching, 36(2), 179.",Geraldine L. Cochran,http://www.per-central.org/perc/2008/detail.cfm?ID=752,Chicago State University,"Virginia L. Hayes, virginialenisehayes@yahoo.com
Mel S. Sabella, msabella@csu.edu
Chicago State University, Department of Chemistry and Physics",2008
754,Contributed Poster,Using Warrants as a Window to Epistemic Framing,"Mathematics can serve many functions in physics.  It can provide a computational system, reflect a physical idea, conveniently encode a rule, and so forth.  A physics student thus has many different options for using mathematics in his physics problem solving.  We present a short example from the problem solving work of upper level physics students and use it to illustrate the epistemic framing process:  framing because these students are focusing on a subset of their total math knowledge, epistemic because their choice of subset relates to what they see (at that particular time) as the nature of the math knowledge in play.  We illustrate how looking for students warrants, the often unspoken reasons they think their evidence supports their mathematical claims, can serve as a window to their epistemic framing.  This work is supported by NSF grants DUE-05-24987, REC-04-40113, and a Graduate Research Fellowship.",Thomas Bing,http://www.per-central.org/perc/2008/detail.cfm?ID=754,University of Maryland,Edward F. Redish,2008
716,Contributed Poster,"What Happens when Students Design Their Own Experiments: Frames, Goals and Strategies","Several reform curricula (such as the Investigative Science Learning Environment (ISLE)) incorporate design tasks under the assumption that by overcoming the challenges of the assignment, students would not only construct scientific concepts, but they will develop, as well, the abilities necessary to build new knowledge and solve new problems.
What happens when students have to generate their own procedures and conclusions? How do they frame these problems? How do they interact with each other and the material? To explore these issues, we video-recorded several student groups designing and conducting an experiment in an unknown topic and we analyzed these recordings using qualitative techniques.",Maria Ruibal-Villasenor,http://www.per-central.org/perc/2008/detail.cfm?ID=716,Rutgers University,"Anna Karelina and Eugenia Etkina, Rutgers University;
etkina@rci.rutgers.edu,
anna.karelina@gmail.com",2008
726,Contributed Poster,What Levels of Guidance Elicit Engaged Exploration with Interactive Simulations?,"We became teachers because we want everyone to be able to see through science the elegance in nature as we do. Our instincts and years of training lead us to tell students about science and math as we understand it. Unfortunately research has shown that telling is not always the most effective way to share our understanding.  Approximately 250 interviews have been conducted with simulations developed by the Physics Education Technology (PhET) Project [1]. These interviews have provided a wealth of data about student engagement and learning. Weve conducted interviews using several different levels of guidance and found that the level of guidance influences the amount of student engagement. Minimal but nonzero guidance with many of these simulations creates the optimum engaged exploration and impressive amounts of learning.[2]


1. phet.colorado.edu  2. This work is supported in part by the National Science Foundation and the William and Flora Hewlett Foundation.",Wendy Adams,http://www.per-central.org/perc/2008/detail.cfm?ID=726,"University of Colorado, Boulder","Carl Wieman, University of British Columbia",2008
789,Contributed Poster,Which One is Right? How Students Choose between Problem Solutions,"In an on-going research study, we present the following task to current and former introductory physics students: given a problem statement and three possible solutions, only one of which is correct, identify the correct solution and the errors in the other solutions.  By investigating how the students make their selection, we seek to address two different research questions.  First, what specific actions do the students use to arrive at their conclusions? Second, how do students use deductive reasoning in their choices and justifications? Preliminary results suggest that students do exhibit beneficial learning behaviors but with varying levels of sophistication.  Additionally, they use a variety of justifications for their selections and do not always ensure that their selection is deductively sound.  In this poster, we will present our preliminary coding scheme and a few notable examples from our pilot study.",Evan Richards,http://www.per-central.org/perc/2008/detail.cfm?ID=789,North Carolina State University,"Jon D. H. Gaffney
North Carolina State University
jdgaffne@ncsu.edu

Dr. Ruth Chabay
North Carolina State University
rwchabay@ncsu.edu",2008
815,Invited Talk,A Race-Identity Perspective on Mathematics Learning and Participation,"I discuss how race and identity have emerged as primary considerations in my research and teaching. This program spans twenty years and has focused on mathematics learning and participation among African American adults and adolescents in school and non-school contexts. While mainstream mathematics education research has conceptualized learning and participation as cognitive and cultural activities, my work pushes these perspectives to consider mathematics learning and participation as racialized forms of experience; that is, as activities structured by the larger relations and discourses of race that exist in the broader society. For many African American learners, African American identity has served as a marker for degradation in mainstream research and policy contexts. Meanwhile, the concept of race has remained undertheorized. One consequence is a widely accepted, yet uncontested, racial hierarchy of mathematical ability that constructs African American learners as mathematically illiterate relative to other learners. My work challenges these constructions.",Danny B. Martin,http://www.per-central.org/perc/2008/detail.cfm?ID=815,University of Illinois - Chicago,,2008
818,Invited Talk,A Variety of Diversity: Facing Higher Education's Educational Challenges,"First among the many important challenges facing American higher education is the need to improve the effectiveness of our educational programs. Public concern has heightened the sense of urgency for colleges and universities to make progress on improving and measuring educational outcomes, which is made more challenging by the varieties of diversity facing us. Students are more diverse than ever, both in terms of their personal characteristics but also in terms of their abilities, preparation, and expectations.

In order to make sense of the increasing varieties of diversity affecting our postsecondary educational efforts this session will draw upon research from a range of local and national efforts in these areas. One example is ongoing research at the University of Michigan that explores the educational implications of implementing a web-based lecture capture system in large lecture courses. Student use of and reactions to such systems is important, as is the potential to influence course performance for students in general, but also for underrepresented and at-risk student subpopulations. In addition to helping bring our current landscape into focus, the session will identify effective practices as well as continuing challenges to improving educational practice for undergraduate students.",Eric Dey,http://www.per-central.org/perc/2008/detail.cfm?ID=818,University of Michigan,,2008
817,Invited Talk,Fostering Science Learning in Diverse Urban Settings,"A common approach to the teaching of science is to create learning communities around sameness. In such circumstances students who differ from the mainstream are disadvantaged and often are regarded as learning disabled. This paper presents research on the uses of cogenerative dialogue to afford the creation of learning communities in which difference is respected and regarded as a resource for advancing learning of the collective as well as individuals within the collective. I describe what we learned from a five-year longitudinal authentic ethnography in which cogenerative dialogues were used in high schools in the Bronx Borough of New York City to create productive learning environments in which student achievement increased equitably for categories defined by ethnicity, class and native language. The route toward higher achievement was paved by expanded roles for science teachers and students. The ways in which these roles were enacted are described in the paper.",Kenneth Tobin,http://www.per-central.org/perc/2008/detail.cfm?ID=817,"Graduate Center, City University of New York",,2008
816,Invited Talk,Impact of Chemistry Teachers' Knowledge and Practices on Student Achievement,"Professional development programs promoting inquiry-based teaching are challenged with providing teachers content knowledge and using pedagogical approaches that model standards based instruction. Inquiry practices are also important for undergraduate students. This talk focuses on the evaluation of an extensive professional development program for chemistry teachers that included chemistry content tests for students and the teachers and the impact of undergraduate research experiences on college students' attitudes towards chemistry. Baseline results for the students showed that there were no gender differences on the achievement test but that white students scored significantly higher than non-white students. However, parent/adult involvement with chemistry homework and projects was a significant negative predictor of 11th grade students' chemistry achievement test score. This talk will focus on students' achievement and attitude results for teachers who are mid-way through the program provide evidence that ongoing, sustained professional development in content and pedagogy is critical for improving students' science achievement.",Kathryn Scantlebury,http://www.per-central.org/perc/2008/detail.cfm?ID=816,University of Delaware,,2008
814,Invited Talk,Inequities in Physics Access and Enrollment in Urban High Schools,"Despite reports to the contrary, the availability of physics as a course for secondary students is not equitably distributed throughout the U.S. While some schools provide physics access for all, a more common scenario is limited availability to select students. This is particularly true in urban districts, where this study examined access to and availability of high school physics. New York City's secondary schools were surveyed to determine where physics was offered and how many students were enrolled. Statistics were performed to compare differences between physics and non-physics schools. Additionally, organizational factors were examined that relate to physics availability, such as the magnet school configuration, the AP Physics and conceptual physics options, and science curricular sequence. Overall, it was determined that physics availability is limited in NYC schools, a serious inequity that disproportionately affects students of color and poor children. Strategies for improving access and enrollment will be discussed.",Angela Kelly,http://www.per-central.org/perc/2008/detail.cfm?ID=814,"Lehman College, City University of New York",,2008
819,Invited Talk,What is Nepantla and How Might It Help Educational Researchers Conceptualize Knowledge for Teaching?,"This presentation draws on Latina/Latino studies to offer education a potential framework for reconceptualizing ""knowledge"" and for engaging teacher candidates in a process that acknowledges the complex identities of students and the power relations they negotiate while in school. Specifically, I use Gloria Anzald�a's notion of Nepantla--a liminal space that facilitates transformation. In this presentation, I will describe aspects of a model of teacher education I have developed and offer examples of how teacher candidates move through states of what Anzald�a would call ignorance/distancing versus knowledge/connection with others. Finally, I suggest that our work of preparing teachers must help them not only recognize a state of Nepantla (to see and participate in multiple realities) but also come to expect the uneasiness with being in that space, while celebrating its potential to birth new identities and create new (forbidden) knowledges.",Rochelle Guti�rrez,http://www.per-central.org/perc/2008/detail.cfm?ID=819,"University of Illinois, Urbana-Champaign",,2008
776,PER Dating Service,Evaluating How Students View Questioning in the Physics Class,"CSU is looking to partner with other institutions to assess how students at diverse institutions view the use of questioning in the classroom.  

Specifically, we would like other institutions to administer a survey we have developed in which students comment on instructional episodes.  We would like partners at:
(1) institutions similar to our own (minority serving, comprehensive) and 
(2) research universities with more traditional populations.",Geraldine Cochran,http://www.per-central.org/perc/2008/detail.cfm?ID=776,Chicago State University,"Mel S. Sabella, msabella@csu.edu",2008
801,PER Dating Service,Evaluating Safe Science Teaching Practice in the U.S.,"Science safety in is a vital issue in 2008 because: 1) it is tested on many state science content tests, 2) pre-service teachers take the Praxis test which also requires knowledge of safe science practice, 3) teachers are being trained in alternative ways that may omit safe science methods, 4) science content standards in many states emphasize doing science without specific safety guidelines, especially for middle and elementary classrooms and 5) science methods curricula have not always included planning for and conducting experiments safely. National Science Education Standards (NSES) encourage active science learning with best practices promoting inquiry-based and hands-on instruction at all instructional levels. Teachers who teach science are using equipment that may or may not be developmentally appropriate for their students (using open flames in K-2nd grade, for example). Accidents occur and go unreported. Based on a survey of practice in South Dakota schools, a national survey of science teaching practice K-12 is proposed.",Cathy Mariotti Ezrailson,http://www.per-central.org/perc/2008/detail.cfm?ID=801,University of South Dakota,Looking for collaborators and data from other states.,2008
774,Round Table Discussion,"Analyzing PSET for Content, Confidence and Comfort&So Why Dont You Want to Teach Physical Science?","Physical Science for Everyday Thinking is a guided inquiry approach to teaching physical science.  Pre and post survey data was collected over two years from two courses using PSET.  The course was taught in an intensive format at a small, private liberal arts college; at least half the students were education majors.  The surveys assessed content knowledge and confidence in the answers, attitudes toward science and understanding of the process of learning science.  Analysis indicated significant increases in content knowledge, confidence in content knowledge and comfort levels with physical science;  also significant changes in identification as a science person, what is a fact, objectivity of scientists and science as a solitary pursuit.  Im interested in discussing why these changes occurred, why other ideas didnt change and what affects a willingness to teach K-8 physical science.",Laura Van Wormer,http://www.per-central.org/perc/2008/detail.cfm?ID=774,Hiram College,"Roxanne Sorrick, Department of Education, Hiram College",2008
786,Round Table Discussion,"Learn ""How to Teach Physics"" from The Feynman Lectures on Physics: An Example from Gravitation","In order to better understand and teach physics, it would be beneficial teachers to understand the teaching structure of an outstanding physicist like Feynman. Feynman is well known for not only being one of the greatest physicists of the 20th century but also for being an excellent physics lecturer. Thus, we tried to analyze and identify the individual and holistic characteristics of The Feynman Lectures on Physics by using the framework of knowledge & belief. The results revealed that diverse knowledge & belief were integrated, and the storyline was well-organized in Feynmans lectures on gravitation. Furthermore, emphasis was placed on open investigation. Further research issues stemming from this result are discussed.",Seoul National University,http://www.per-central.org/perc/2008/detail.cfm?ID=786,"Seoul National University, Department of physics education",Jiwon Kim,2008
833,Targeted Poster,Acting in Our Own Self-Interest: Blending University and Community,"Research in physics education has demonstrated new tools and models for improving the understanding and engagement of traditional college students. [1]  The research community has bridged the gap to pre-college education, even elementary school. [2]  However little work has been done to engage students in out-of-school settings, particularly for those students from populations under-represented in the sciences.  We present a theoretically-grounded model of university-community partnership [3] that engages students and children in a collective enterprise that has the potential to improve the participation and education of all.  We document the impact of these programs on: university participants (undergraduates, graduates, and postdocs in physics) who learn about education, the community and even some science; children in the community who learn about science, the nature of science and develop the identities and attitudes towards science; and, shifts in institutional practice which may allow these programs to be sustained. We conclude by identifying some of the structural barriers to implementing and sustaining these programs.      
  
[1] E.F. Redish, Teaching Physics with the Physics Suite ( Wiley, New York, 2003).
[2] F. Goldberg,  S. Robinson, and V. Otero, Physical Science and Everyday Thinking, (Its About Time, Herff Jones Education Division, Armonk, NY, 2008).
[3] Cole, M. Cultural Psychology, Harvard University Press 2006.",Noah Finkelstein,http://www.per-central.org/perc/2008/detail.cfm?ID=833,University of Colorado at Boulder,"Laurel Mayhew
University of Colorado at Boulder",2008
837,Targeted Poster,Adaptations of the Physics By Inquiry Curriculum: Part I - Tips for Successful Implementation ...,"Tips for Successful Implementation and Conceptual Learning Outcomes

This poster is a companion to the one by Hsu.  In this presentation, we report on a collaborative investigation into ways in which the Physics by Inquiry (PbI) curriculum (by McDermott and the PEG at the University of Washington) can be implemented by utilizing undergraduate peer instructors in large enrollment courses serving student populations other than the one in which it was originally intended. Typically, PbI is implemented in small classes of pre-service teachers with multiple instructors. However, many institutions, including community colleges and primarily undergraduate institutions, have various implementation constraints. We present three models for implementation of the PbI curriculum as responses to our local constraints at the University of Minnesota, Southern Connecticut State University and Baltimore City Community College.  We will also report on conceptual learning outcomes in these courses.

This work was supported by NSF DUE-0410804, DUE-0433736 and DUE-0410839",Karen Cummings,http://www.per-central.org/perc/2008/detail.cfm?ID=837,Southern Connecticut State University,"Leon Hsu, University of Minnesota
Jack W. Taylor , Baltimore City Community College (retired)",2008
838,Targeted Poster,Adaptations of the Physics By Inquiry Curriculum: Part II-Assessing Shifts in Student Attitudes,"This poster is a companion to the one by Cummings. It focuses on an assessment of student attitudes toward physics and the learning of physics using the Colorado Learning Attitudes about Science Survey (CLASS). In virtually all standard introductory physics courses, students' responses to CLASS questions regress toward less expert-like attitudes or at best, remain largely stable over the time frame of the course. However, in our adapted PbI courses, we observe large, significant shifts toward more expert-like attitudes based on students' responses.

This work was supported by NSF DUE-0410804, DUE-0433736 and DUE-0410839",Leon Hsu,http://www.per-central.org/perc/2008/detail.cfm?ID=838,"University of Minnesota, Twin Cities Campus","Karen Cummings, Southern Connecticut State University
Jack W. Taylor , Baltimore City Community College (retired)",2008
828,Targeted Poster,An Idea for Generating Diversity Conversations: Physics Jeopardy and the Future Faces of Physics Kit,"Is there a way to engage typical physics undergraduates in a conversation about under-represented groups in physics that doesn't result in rolled-eyes or fingers-in-the-ears? The Society of Physics Students has begun an experiment using a jeopardy-like game at physics meetings in an attempt to generate conversations about diversity. The physics jeopardy game is part of a ""Future Faces of Physics"" kit that includes a variety of materials that are of interest to those wanting to address under-represented audiences in physics, such as video clips exhibiting common physics words in sign language, tactile representations of the lunar surface for blind students, guidelines regarding lab procedures for the wheel-chair bound, and the book, ""Einstein on Race and Racism"" with a challenge letter directed at SPS chapters from the authors. While attempts to assess the impact of the game are modest, we will report anecdotally some of the qualitative features seen in the discussions when the game is played. We will also strive to indulge in a few physics jeopardy game moments during the poster session so that attendees get a sense of how the game works.  If you are hosting a meeting, large or small, and would like to receive this kit for use at your meeting, notify Kendra Rand, SPS Program Coordinator at <a href=""mailto:krand@aip.org"">krand@aip.org</a>.",Gary White,http://www.per-central.org/perc/2008/detail.cfm?ID=828,Society of Physics Students; American Institute of Physics,Kendra Rand - krand@aip.org (Society of Physics Students; American Institute of Physics),2008
834,Targeted Poster,Challenges Faced by a (White) Idealist Teaching Science in a Public High School in Harlem,"After many years of conducting research into student learning of physics and implementing PER-based curricula in all kinds of settings and levels, I decided to spend my sabbatical as a full time science teacher at a public high school in Harlem, New York City. I went with enthusiasm and optimism, confident that my knowledge of student learning of science and my personality would translate to great student achievement. While I feel that I met with some success, in this poster I instead focus on the overwhelming challenges of succeeding in this environment. I will share my perspective of how these challenges are related to race, culture, and expectations (both mine and theirs). In addition, I will share how the focus on high stakes, low level testing drives so much of the instruction and frustration (more mine than theirs).",Richard Steinberg,http://www.per-central.org/perc/2008/detail.cfm?ID=834,City College of New York,,2008
849,Targeted Poster,Collaborative Diagnosis of Scientific and Pedagogical Conceptions: Training Preservice Teachers,"One of the important skills of teaching is the ability to follow closely the students' conceptual understanding and to respond accordingly with appropriate instruction. This poster is concerned with the design and study of Collaborative Diagnosis of Conceptions (CDC), an instructional strategy aimed at developing pre-service teachers' deep understanding of content and at the same time develop their pedagogic content knowledge about ways to interact in the future with their students' conceptual understanding using a similar instructional strategy. The CDC strategy was tried out and studied in a geometrical optics course with a total of 123 pre-service elementary science teachers from multicultural backgrounds (rural Bedouin communities and multicultural urban communities).

The results of the study show that the pre-service teachers, in particularly the low achieving students, advanced significantly in their understanding of the optical concepts. However, only after we added a meta-cognitive component requiring the pre-service teachers to discuss and explicate, continuously, the pedagogical characteristics of the strategy, they also advanced significantly in their understanding of the pedagogical merit of this strategy.",Osnat Eldar,http://www.per-central.org/perc/2008/detail.cfm?ID=849,"Weizmann Institute of Science, Israel","Bat-Sheva Eylon, Miky Ronen
Weizmann Institute of Science, Israel",2008
836,Targeted Poster,Curriculum Design for the Algebra-Based Course: Just Change the ds to Deltas?,"The PIs have been involved in an NSF-funded project to develop materials for the introductory mechanics laboratory.  The materials are based on the instructional approach taken in Tutorials in Introductory Physics (curriculum developed in the context of the calculus-based course at the University of Washington).  While the materials being developed are intended for the algebra-based course, at many universities the labs are common to the two courses.  As a result, we have been looking at differences in performance between these two student populations.  In this poster, we describe the differences we have observed, especially as related to graphs, proportional reasoning, and algebra.  It turns out that you cannot just change the d's to Deltas--who knew?  We will discuss implications for instructors and for curriculum developers.

Supported in part by the National Science Foundation through grants DUE-0341333, -0341289, and -0341350.",Michael Loverude,http://www.per-central.org/perc/2008/detail.cfm?ID=836,California State University Fullerton,"Steve Kanim, New Mexico State University
Luanna Gomez, Buffalo State College",2008
825,Targeted Poster,Experiences Sharing PER in Mexico,"Sharing work in PER in other countries can take several forms.  Conferences, workshops, and publications are possibly the most accessible places to start.  Several challenges are often encountered:  language, working conditions, availability of technology, different systems of preparation of teachers, access to the literature of our field.  In spite of the differences in language, many clues as to their thinking about the phenomena present themselves, in particular body language?non-verbal communication.  This poster will illustrate how these challenges have played out in the experience of one PER community member sharing PER in Mexico.",Dewey Dykstra,http://www.per-central.org/perc/2008/detail.cfm?ID=825,Boise State University,,2008
845,Targeted Poster,From Diagnostic Skills to Success in the Physics Classroom,"""Self-diagnosis tasks"" aim at fostering diagnostic behavior by explicitly requiring students to present diagnosis as part of the activity of reviewing their problem solutions. The recitation classes in an introductory physics class (~200 students) were split into three experimental groups in which different levels of guidance was provided for performing the self-diagnosis activities and a control group. We have been investigating how a) students in each group performed on subsequent near and far transfer questions given as part of the exams; and b) comparing the relation between student's initial scores on their quizzes vs. their performance on the exams, and the relation between student's self-diagnosis scores and their performance on the exams.
We conclude with some hypotheses about the students' ability to self-diagnose that emphasizes the importance of teaching students how to diagnosis their own mistakes.

Supported by ISF 1283/05 and NSF DUE-0442087",Edit Yerushalmi,http://www.per-central.org/perc/2008/detail.cfm?ID=845,Wiezmann Institute,"Elisheva Cohen, Wiezmann Institute,
Andrew Mason and Chandralekha Singh, University of Pittsburgh",2008
842,Targeted Poster,Gender Differences in Student Responses to Peer Instruction,"Laws, et al. [1] found that upper-year female students responded the most negatively to Workshop Physics. Our recent study on student responses to Peer Instruction also found that females rated these methods more negatively, even when controlling for precourse beliefs and expectations.  In this poster I will present student interview data exploring the differences between male and female responses to both traditionally-taught and PI-taught introductory physics courses.

[1] Laws, et al. (1999) Am. J. Phys. 67, S1.",Jessica Watkins,http://www.per-central.org/perc/2008/detail.cfm?ID=842,"Division of Engineering and Applied Science, Harvard University","Eric Mazur
Division of Engineering and Applied Science
Harvard University
mazur@physics.harvard.edu",2008
840,Targeted Poster,Gender Differences in both Force Concept Inventory and Introductory Physics Performance,"We will present data from a decade of introductory calculus-based physics courses for science and engineering students at the University of Minnesota taught using cooperative group problem solving. The data include 40 classes with more than 5500 students taught by 23 different professors.  The average normalized gain for males is 0.4 for these large classes that emphasized problem solving. Female students made up approximately 20% of these classes. We present relationships between pre and post FCI scores, course grades, and student background factors for females and males.  Examples of background factors include major, high school physics, and math preparation. We will compare our results with previous studies from Harvard [1] and the University of Colorado [2].  Our data show there is a significant gender gap in pre-test FCI scores that persists post-instruction although there is essentially no gender difference in course performance as determined by course grade.  

[1] M. Lorenzo, C.H. Crouch, and E. Mazur, ""Reducing the gender gap in the physics classroom,"" Am. J. Phys. 74(2), 118-122 (2006).
[2] S.J. Pollock, N.D. Finkelstein, and L. E. Kost, ""Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?"" Phys. Rev. ST Phys. Educ. Res. 3, 010107 (2007).",Kenneth Heller,http://www.per-central.org/perc/2008/detail.cfm?ID=840,University of Minnesota,"Jennifer Docktor
Department of Physics
University of Minnesota
docktor@physics.umn.edu",2008
